Date,Price
2025-04-01,92840
2025-04-02,92840
2025-04-03,92840
2025-04-04,92840
2025-04-05,89730
2025-04-06,89730
2025-04-07,89730
2025-04-08,89730
2025-04-09,91710
2025-04-10,91710
2025-04-11,91710
2025-04-12,91710
2025-04-13,91710
2025-04-14,95180
2025-04-15,95180
2025-04-16,96170
2025-04-17,97310
2025-04-18,97580
2025-04-19,97580
2025-04-20,97580
2025-04-21,98350
2025-04-22,101350
2025-04-23,98350
2025-04-24,98240
2025-04-25,98240
2025-04-26,98210
2025-04-27,98210
