Date,Price
2023-08-18,55285.0
2023-08-21,55542.0
2023-08-22,55597.0
2023-08-23,56218.0
2023-08-24,55851.0
2023-08-25,55710.0
2023-08-28,55924.0
2023-08-29,56484.0
2023-08-30,56577.0
2023-08-31,56540.0
2023-09-01,56575.0
2023-09-05,56213.0
2023-09-06,56215.0
2023-09-07,56313.0
2023-09-08,56329.0
2023-09-11,56330.0
2023-09-12,55919.0
2023-09-13,55787.0
2023-09-14,55877.0
2023-09-15,56340.0
2023-09-18,56607.0
2023-09-19,56737.0
2023-09-20,57095.0
2023-09-21,56248.0
2023-09-22,56296.0
2023-09-25,56096.0
2023-09-26,55657.0
2023-09-27,54992.0
2023-09-28,54613.0
2023-09-29,54233.0
2023-10-02,53600.0
2023-10-03,53650.0
2023-10-04,53388.0
2023-10-05,53473.0
2023-10-06,53728.0
2023-10-09,54229.0
2023-10-10,54662.0
2023-10-11,54996.0
2023-10-12,54872.0
2023-10-13,56607.0
2023-10-16,56436.0
2023-10-17,56426.0
2023-10-18,57428.0
2023-10-19,57816.0
2023-10-20,58127.0
2023-10-23,57972.0
2023-10-24,57843.0
2023-10-25,58080.0
2023-10-26,58299.0
2023-10-27,58419.0
2023-10-30,58734.0
2023-10-31,58329.0
2023-11-01,58127.0
2023-11-02,59669.0
2023-11-03,58479.0
2023-11-06,58126.0
2023-11-07,57737.0
2023-11-08,57295.0
2023-11-09,57657.0
2023-11-10,56799.0
2023-11-13,57164.0
2023-11-14,57573.0
2023-11-15,57373.0
2023-11-16,58213.0
2023-11-17,58100.0
2023-11-20,58105.0
2023-11-21,58761.0
2023-11-22,58545.0
2023-11-24,58862.0
2023-11-27,59123.0
2023-11-28,59979.0
2023-11-29,60235.0
2023-11-30,59907.0
2023-12-01,60891.0
2023-12-04,59416.0
2023-12-05,59393.0
2023-12-06,59674.0
2023-12-07,59637.0
2023-12-08,58755.0
2023-12-11,58210.0
2023-12-12,58144.0
2023-12-13,58313.0
2023-12-14,59643.0
2023-12-15,59384.0
2023-12-18,59354.0
2023-12-19,59759.0
2023-12-20,59630.0
2023-12-21,59891.0
2023-12-22,60322.0
2023-12-26,60383.0
2023-12-27,61086.0
2023-12-28,60913.0
2023-12-29,59873.0
2024-01-02,60587.0
2024-01-03,59740.0
2024-01-04,60022.0
2024-01-05,59969.0
2024-01-08,59470.0
2024-01-09,59363.0
2024-01-10,59283.0
2024-01-11,58991.0
2024-01-12,59977.0
2024-01-16,59215.0
2024-01-17,58693.0
2024-01-18,59225.0
2024-01-19,59445.0
2024-01-22,59223.0
2024-01-23,59316.0
2024-01-24,59119.0
2024-01-25,59119.0
2024-01-26,59150.0
2024-01-29,59379.0
2024-01-30,59586.0
2024-01-31,60051.0
2024-02-01,60145.0
2024-02-02,59559.0
2024-02-05,59306.0
2024-02-06,59639.0
2024-02-07,59636.0
2024-02-08,59506.0
2024-02-09,59226.0
2024-02-12,59097.0
2024-02-13,58340.0
2024-02-14,58323.0
2024-02-15,58646.0
2024-02-16,58898.0
2024-02-20,59374.0
2024-02-21,59085.0
2024-02-22,59087.0
2024-02-23,59593.0
2024-02-26,59304.0
2024-02-27,59444.0
2024-02-28,59483.0
2024-02-29,59829.0
2024-03-01,61033.0
2024-03-04,61885.0
2024-03-05,62396.0
2024-03-06,62867.0
2024-03-07,63042.0
2024-03-08,63593.0
2024-03-11,63707.0
2024-03-12,63081.0
2024-03-13,63563.0
2024-03-14,63198.0
2024-03-15,63133.0
2024-03-18,63175.0
2024-03-19,63027.0
2024-03-20,63209.0
2024-03-21,63937.0
2024-03-22,63356.0
2024-03-25,64127.0
2024-03-26,64016.0
2024-03-27,64402.0
2024-03-28,65205.0
2024-04-01,65766.0
2024-04-02,66522.0
2024-04-03,67457.0
2024-04-04,67311.0
2024-04-05,68482.0
2024-04-08,68510.0
2024-04-09,68834.0
2024-04-10,68388.0
2024-04-11,69285.0
2024-04-12,69273.0
2024-04-15,69774.0
2024-04-16,70423.0
2024-04-17,69995.0
2024-04-18,70248.0
2024-04-19,70680.0
2024-04-22,68597.0
2024-04-23,68466.0
2024-04-24,68287.0
2024-04-25,68490.0
2024-04-26,68605.0
2024-04-29,69000.0
2024-04-30,67450.0
2024-05-01,67739.0
2024-05-02,67644.0
2024-05-03,67638.0
2024-05-06,68281.0
2024-05-07,68169.0
2024-05-08,68119.0
2024-05-09,68659.0
2024-05-10,69692.0
2024-05-13,68827.0
2024-05-14,69321.0
2024-05-15,70376.0
2024-05-16,70020.0
2024-05-17,71022.0
2024-05-20,71516.0
2024-05-21,71170.0
2024-05-22,70216.0
2024-05-23,68582.0
2024-05-24,68525.0
2024-05-28,69075.0
2024-05-29,68688.0
2024-05-30,68896.0
2024-05-31,68271.0
2024-06-03,69075.0
2024-06-04,68161.0
2024-06-05,69444.0
2024-06-06,69714.0
2024-06-07,67874.0
2024-06-10,67992.0
2024-06-11,67988.0
2024-06-12,68883.0
2024-06-13,67777.0
2024-06-14,68686.0
2024-06-17,68151.0
2024-06-18,68647.0
2024-06-20,69261.0
2024-06-21,68309.0
2024-06-24,68678.0
2024-06-25,68200.0
2024-06-26,67650.0
2024-06-27,68531.0
2024-06-28,68519.0
2024-07-01,68447.0
2024-07-02,68373.0
2024-07-03,69487.0
2024-07-05,70344.0
2024-07-08,69346.0
2024-07-09,69478.0
2024-07-10,69864.0
2024-07-11,71127.0
2024-07-12,71117.0
2024-07-15,71380.0
2024-07-16,72603.0
2024-07-17,72328.0
2024-07-18,72277.0
2024-07-19,70703.0
2024-07-22,70647.0
2024-07-23,70969.0
2024-07-24,71256.0
2024-07-25,69473.0
2024-07-26,70299.0
2024-07-29,70211.0
2024-07-30,71048.0
2024-07-31,71674.0
2024-08-01,71907.0
2024-08-02,71654.0
2024-08-05,70938.0
2024-08-06,70791.0
2024-08-07,70775.0
2024-08-08,71720.0
2024-08-09,72054.0
2024-08-12,72917.0
2024-08-13,72992.0
2024-08-14,72178.0
2024-08-15,72661.0
2024-08-16,73988.0
2024-08-19,74031.0
2024-08-20,74302.0
2024-08-21,74129.0
2024-08-22,73352.0
2024-08-23,74271.0
2024-08-26,74434.0
2024-08-27,74446.0
2024-08-28,74035.0
2024-08-29,74784.0
2024-08-30,73799.0
2024-09-03,73712.0
2024-09-04,73836.0
2024-09-05,74397.0
2024-09-06,73868.0
2024-09-09,74113.0
2024-09-10,74422.0
2024-09-11,74417.0
2024-09-12,75585.0
2024-09-13,76424.0
2024-09-16,76352.0
2024-09-17,75875.0
2024-09-18,75962.0
2024-09-19,76401.0
2024-09-20,77271.0
2024-09-23,77348.0
2024-09-24,78143.0
2024-09-25,78386.0
2024-09-26,78755.0
2024-09-27,77993.0
2024-09-30,77844.0
2024-10-01,78870.0
2024-10-02,78314.0
2024-10-03,78654.0
2024-10-04,78404.0
2024-10-07,78391.0
2024-10-08,77449.0
2024-10-09,77137.0
2024-10-10,77595.0
2024-10-11,78694.0
2024-10-14,78611.0
2024-10-15,78903.0
2024-10-16,79284.0
2024-10-17,79772.0
2024-10-18,80458.0
2024-10-21,80751.0
2024-10-22,81382.0
2024-10-23,80508.0
2024-10-24,81100.0
2024-10-25,81292.0
2024-10-28,81371.0
2024-10-29,82128.0
2024-10-30,82711.0
2024-10-31,81222.0
2024-11-01,81233.0
2024-11-04,81200.0
2024-11-05,81342.0
2024-11-06,79150.0
2024-11-07,80193.0
2024-11-08,79921.0
2024-11-11,77722.0
2024-11-12,77402.0
2024-11-13,76829.0
2024-11-14,76479.0
2024-11-15,76450.0
2024-11-18,77792.0
2024-11-19,78210.0
2024-11-20,78837.0
2024-11-21,79535.0
2024-11-22,80761.0
2024-11-25,77938.0
2024-11-26,77988.0
2024-11-27,78536.0
2024-11-29,79169.0
2024-12-02,78590.0
2024-12-03,79050.0
2024-12-04,79271.0
2024-12-05,78481.0
2024-12-06,78818.0
2024-12-09,79587.0
2024-12-10,80736.0
2024-12-11,81845.0
2024-12-12,80443.0
2024-12-13,79483.0
2024-12-16,79311.0
2024-12-17,79209.0
2024-12-18,78971.0
2024-12-19,77872.0
2024-12-20,79075.0
2024-12-23,78273.0
2024-12-24,78646.0
2024-12-26,79503.0
2024-12-27,78712.0
2024-12-30,78493.0
2024-12-31,79560.0
2025-01-02,80458.0
2025-01-03,80054.0
2025-01-06,79813.0
2025-01-07,80293.0
2025-01-08,80647.0
2025-01-09,81327.0
2025-01-10,82087.0
2025-01-13,81279.0
2025-01-14,81838.0
2025-01-15,82797.0
2025-01-16,83731.0
2025-01-17,83836.0
2025-01-21,83779.0
2025-01-22,84398.0
2025-01-23,84281.0
2025-01-24,84682.0
2025-01-27,83239.0
2025-01-28,84389.0
2025-01-29,84573.0
2025-01-30,86275.0
2025-01-31,85960.0
2025-02-03,86521.0
2025-02-04,87506.0
2025-02-05,88256.0
2025-02-06,87982.0
2025-02-07,88587.0
2025-02-10,89962.0
2025-02-11,89883.0
2025-02-12,89078.0
2025-02-13,89661.0
2025-02-14,88242.0
2025-02-18,89815.0
2025-02-19,89475.0
2025-02-20,90091.0
2025-02-21,89581.0
2025-02-24,89976.0
2025-02-25,88816.0
2025-02-26,89595.0
2025-02-27,88645.0
2025-02-28,87383.0
2025-03-03,89168.0
2025-03-04,89629.0
2025-03-05,89688.0
2025-03-06,89391.0
2025-03-07,89272.0
2025-03-10,88795.0
2025-03-11,89757.0
2025-03-12,90403.0
2025-03-13,91941.0
2025-03-14,91814.0
2025-03-17,92000.0
2025-03-18,93052.0
2025-03-19,92712.0
2025-03-20,92581.0
2025-03-21,91916.0
2025-03-24,91390.0
2025-03-25,91226.0
2025-03-26,91204.0
2025-03-27,92936.0
2025-03-28,93298.0
2025-03-31,94224.0
2025-04-01,94028.0
2025-04-02,94819.0
2025-04-03,93568.0
2025-04-04,90609.0
2025-04-07,89039.0
2025-04-08,90076.0
2025-04-09,93190.0
2025-04-10,95947.0
2025-04-11,98043.0
2025-04-14,97437.0
2025-04-15,97692.0
2025-04-16,100593.0
2025-04-17,99928.0
2025-04-22,102156.0
2025-04-23,98501.0
2025-04-24,100490.0
2025-04-25,100271.0
